1,isbn,author,tag_author,name,publisher,city,type_of_printing,printing,publ_date,year_of_w,language,type,cover,read,series,condition,inscription,format,pages,from
463,,Жорж Сименон,Сименон,Трубка Мегрэ,Энергоиздат,Москва,Основной,700000,1981,,русский,сборник рассказов,твёрдая,FALSE,,medium - old,,84*108(1/32),576,была
464,,Валерий Брюсов,Брюсов,Избранное,Московский рабочий,Москва,Основной,150000,1983,,русский,поэзия,твёрдая,FALSE,,good - old,,84*100(1/32),287,со Светлановского
465,,В.М.Пасецкий,,Витус Беринг,Наука,Москва,Основной,100000,1982,,русский,биография,мягкая,FALSE,Научно-биографическая серия,worn - old,,84*108(1/32),176,со Светлановского
466,,А.А.Милн,Милн,Винни-Пух и все-все-все,Фатум,Санкт-Петербург,Основной,100000,1991,,русский,сказка,мягкая,TRUE,,medium - old,,60*90(1/16),144,была
467,,М.А.Рапов,,Рыбинск,Верхне-волжское книжное издательство,Ярославль,Основной,30000,1968,,русский,город,мягкая,FALSE,,bad - old,,60*84(1/16),158,со Светлановского
468,5-289-01419-5,Агата Кристи,Кристи,12 подвигов Геракла,Лениздат,Санкт-Петербург,Основной,300000,1992,,русский,сборник рассказов,мягкая,TRUE,,medium - old,,84*108(1/32),237,была
469,,Джанни Родари,Родари,Сказки,Юнацтва,Минск,Основной,1000000,1987,,русский,сборник сказок,твёрдая,TRUE,,medium - old,,60*90(1/16),479,была
470,,И.А.Гончаров,Гончаров,Обломов,Беларусь,Минск,Основной,300000,1979,1858,русский,роман,твёрдая,TRUE,,medium - old,,84*108(1/32),479,Старая книга
471,,Александр Блок,Блок,Лирика,Правда,Москва,Основной,500000,1985,,русский,поэзия,мягкая,FALSE,,normal - old,,84*108(1/32),416,Старая книга
472,5-7507-0854-3,Астрид Линдгрен. А.А.Милн,Милн,Три повести о Малыше и Карлсоне. Винни-пух и все. все. все...,Издательство Ростовского университета,Ростов-на-Дону,Основной,70000,1992,,русский,сборник сказок,твёрдая,TRUE,,normal - old,,60*84(1/16),368,была
473,5-7707-1452-2,А.Волков,Волков,Волшебник изумрудного города,"МП ""Райдуга""",Киев,Основной,200000,1991,,русский,рассказ,мягкая,TRUE,,worn - old,,84*108(1/32),128,была
474,,М.Е.Салтыков-Щедрин,Салтыков-Щедрин,Сказки,Художественная литература,Москва,Основной,400000,1980,,русский,сборник сказок,мягкая,FALSE,,medium - old,,70*100(1/16),112,была
475,5-85383-015-5,Николай Носов,Носов,Приключения Незнайки и его друзей,Уральский рабочий,Екатеринбург,Основной,100000,1993,,русский,роман,твёрдая с обёрткой,TRUE,,normal - old,,84*108(1/32),720,была
476,978-5-9925-0837-6,Agatha Christie,Кристи,Ten Little Niggers. Книга для чтения на английском языке.,Каро,Санкт-Петербург,Основной,2000,2005,,english,роман,мягкая,FALSE,КАРО. Английский язык.,medium - new,,70*100(1/32),256,Буквоед
477,978-5-9925-0403-3,William Somerset Maugham,Моэм,Cakes and Ale: or the Skeleton in a cupboard,Каро,Санкт-Петербург,Основной,1500,2005,,english,роман,мягкая,FALSE,КАРО. Английский язык.,good - new,,70*100(1/32),256,Буквоед
478,,Сост.: В.Б.Дорожинский. К.В.Петухов,,Валаам,Советская Россия,Москва,Основной,50000,1983,,русский,география,твёрдая,FALSE,,good - old,,84*90(1/16),128,была
479,5-289-00661-3,Вадим Шефнер,Шефнер,Сказки для умных,Лениздат,Ленинград,Основной,100000,1990,,русский,сборник сказок,твёрдая,FALSE,,medium - old,,84*108(1/32),621,была
480,,Муса Джалиль,Джалиль,Сквозь бури,Советская Россия,Москва,Основной,100000,1986,,русский,поэзия,твёрдая,FALSE,,medium - old,,70*108(1/32),368,неизвестно
481,5-460-00182-Х,Пьер Сувестр. Марсель Аллен,,Фантомас. Книга 1.,Odamees,Таллинн,Основной,500000,1991,,русский,роман,твёрдая,FALSE,,normal - old,,84*108(1/32),304,была
482,5-289-00401-7,Алесь Адамович. Даниил Гранин,,Блокадная книга,Лениздат,Ленинград,Основной,100000,1989,,русский,история,твёрдая,FALSE,,normal - old,февраль 1989,84*108(1/32),527,была
